,Company,0217price,0217amt,0517price,0517amt,0817price,0817amt,1117price,1117amt,0217-0517chng,0517-0817chng
1680,LATTICE SEMICONDUCTOR CORP,7.36010294546,562628,6.92029470373,545497,6.65921854882,998015,5.21031629306,900905,-17131,452518
1681,LAUDER ESTEE COS INC,76.4896680597,2116495,84.7894704066,2039357,95.9804316375,2011410,107.839874086,2226273,-77138,-27947
1682,LAZARD LTD,41.0899169599,3027093,45.9900267709,3343551,46.3298527517,3037998,45.2200737789,3123657,316458,-305553
1683,LCNB CORP,23.2292460015,10504,23.8686045138,8463,19.9975051845,128266,20.9464967606,116535,-2041,119803
1684,LEAR CORP,132.369569727,2265770,141.579772062,2291761,142.080062942,2343756,173.079907486,2667710,25991,51995
1685,LEE ENTERPRISES INC,2.89989355269,282769,2.60012278358,276910,1.9015353137,269782,2.19792030524,186085,-5859,-7128
1686,LEGACY RESVS LP,2.12844715899,10806,2.31352952064,10806,1.49220323808,13403,1.52149106124,18403,0,2597
1687,LEGACY TEX FINL GROUP INC,43.060082384,2258449,39.8999244221,2225518,38.1299286978,2125181,39.9200881964,2317555,-32931,-100337
1688,LEGG MASON INC,29.9105143083,1439895,36.1101613455,1550090,38.1593895081,1370567,39.3094382834,1109937,110195,-179523
1689,LEGGETT & PLATT INC,48.8797735372,512932,50.3202660759,531277,52.5301049441,620330,47.7307196052,662655,18345,89053
1690,LEIDOS HLDGS INC,51.1398450916,4297119,51.1399082848,3949616,51.6897942407,3970513,59.2201026781,3895282,-347503,20897
1691,LEMAITRE VASCULAR INC,25.3164556962,13667,24.6230095961,18966,31.2244781676,52651,37.4100719424,63245,5299,33685
1692,LENDINGCLUB CORP,5.24930864633,522164,5.48994138498,982342,5.5096678781,1271220,6.08988838608,1567188,460178,288878
1693,LENDINGTREE INC NEW,101.361993885,21586,125.377281656,20873,172.192327721,17283,244.452873127,36911,-713,-3590
1694,LENNAR CORP,42.7716562816,1012189,51.1036755509,910639,53.0666381093,1139228,52.7649535147,1887048,-101550,228589
1695,LENNOX INTL INC,153.170870742,280680,167.302443681,252447,183.640197764,169293,178.972242796,141765,-28233,-83154
1696,LEUCADIA NATL CORP,23.2499884548,1429162,26.0004014394,1180751,26.1597762861,1933541,25.2502647777,3159254,-248411,752790
1697,LEVEL 3 COMMUNICATIONS INC,56.3599018714,5575542,57.2199941751,5394111,59.2998988195,5204562,53.2898734082,5699657,-181431,-189549
1698,LEXICON PHARMACEUTICALS INC,13.8310144313,169908,14.331714527,113664,16.4499451668,134043,12.2904524917,244336,-56244,20379
1699,LEXINGTON REALTY TRUST,10.7998175847,1302522,9.97936964477,1328140,9.90906518567,901195,10.2198295031,1061368,25618,-426945
1700,LG DISPLAY CO LTD,12.8755364807,14446,13.6191611121,76363,16.0741378603,73161,13.4212781587,65344,61917,-3202
1701,LGI HOMES INC,28.7242642632,58139,33.9056434757,66980,40.1836781384,61194,48.5681232368,98542,8841,-5786
1702,LHC GROUP INC,45.7101459275,57974,53.905097525,48808,67.8871651594,81606,70.9173957957,160694,-9166,32798
1703,LIBBEY INC,19.4695585821,43247,14.5726546668,33556,8.06006713606,106947,9.26811327694,40785,-9691,73391
1704,LIBERTY ALL STAR EQUITY FD,5.18168275147,15439,5.48006486607,17883,5.65443278319,47927,6.05476075658,18663,2444,30044
1705,LIBERTY BROADBAND CORP,73.9960906574,589869,86.3284208074,600845,86.7289118672,1001523,95.2674776204,1021020,10976,400678
1706,LIBERTY EXPEDIA HOLDINGS,39.6690210976,260077,45.4785497761,240487,54.0185099763,203782,53.1125427534,208463,-19590,-36705
1707,LIBERTY GLOBAL PLC,27.2197918047,17094914,34.8529501173,5000208,30.8162271631,8120754,32.6172204132,6106253,-12094706,3120546
1708,LIBERTY INTERACTIVE CORP,22.6117608624,1922274,23.4878657963,2345807,28.0186396719,1826427,26.0686618579,2642253,423533,-519380
1709,LIBERTY MEDIA CORP DELAWARE,33.3909757769,1881137,36.7278151987,2997728,38.3966750151,3280857,38.8099800478,6074520,1116591,283129
1710,LIBERTY PPTY TR,39.4998681836,4593509,38.5501346894,4422397,40.7099345221,3700792,41.059622596,1660025,-171112,-721605
1711,LIBERTY TRIPADVISOR HLDGS IN,15.0503091804,1048417,14.1000161856,376879,11.6000266412,450430,12.349056514,420356,-671538,73551
1712,LIFE STORAGE INC,85.2600463834,2066689,82.1199958446,2647175,74.0998414805,2559938,81.8098638808,2804454,580486,-87237
1713,LIFEPOINT HEALTH INC,56.8021814576,201700,65.4985255361,408284,67.1513459214,176199,57.9030582283,221370,206584,-232085
1714,LIGAND PHARMACEUTICALS INC,101.612464683,169182,105.840849969,241797,121.398210169,274551,136.150976916,265683,72615,32754
1715,LILLY ELI & CO,73.5499074816,7585516,84.1099602896,7415186,82.2998256247,8048158,85.54007082,7684270,-170330,632972
1716,LIMELIGHT NETWORKS INC,2.51999062434,30918369,2.57998732081,30918369,2.88998426705,30957954,3.97002105261,31039382,0,39585
1717,LINCOLN ELEC HLDGS INC,76.6715533607,296042,86.8621519659,262151,92.0899407473,233576,91.6812548947,347312,-33891,-28575
1718,LINCOLN NATL CORP IND,66.2700137342,6092816,65.4500789612,3698651,67.5798367504,2501323,73.47999657,2623925,-2394165,-1197328
1719,LINDSAY CORP,74.6268656716,20234,88.143525741,10256,89.3013482753,5711,91.9156489034,23663,-9978,-4545
1720,LINE CORP,34.0097497206,875102,38.4594951755,301174,34.7793910778,327004,36.2009112273,326373,-573928,25830
1721,LIONS GATE ENTMNT CORP,24.8126385795,1500042,25.1233136936,1046518,26.9039579816,1066200,32.2010198236,1523989,-453524,19682
1722,LIQTECH INTL INC,0.635352847742,22035,0.403768506057,22290,0.31679942071,22096,0.367027937303,46318,255,-194
1723,LIQUIDITY SERVICES INC,9.74627158462,209003,7.99952062798,200262,6.34796760348,105073,5.89071238654,43628,-8741,-95189
1724,LITHIA MTRS INC,96.831239218,715895,85.6503993109,683803,94.2300914312,723495,120.310038764,544061,-32092,39692
1725,LITTELFUSE INC,151.769087523,95586,159.907676526,58490,164.992952784,56760,195.880221247,89131,-37096,-1730
1726,LIVANOVA PLC,44.9682564091,91042,49.0098326071,398165,61.2122445918,373324,70.060428493,464185,307123,-24841
1727,LIVE NATION ENTERTAINMENT IN,26.5999473268,3842564,30.3699950218,3820646,34.8500900464,3824696,43.5500578363,3772716,-21918,4050
1728,LIVEPERSON INC,7.54725708471,129716,6.84983253167,39709,11.0035985606,62525,13.5511952936,117628,-90007,22816
1729,LKQ CORP,30.6503611065,2111427,29.2699329698,2075782,32.9501986315,2930301,35.9900380154,3229477,-35645,854519
1730,LLOYDS BANKING GROUP PLC,3.10010974801,3681160,3.40003146849,4601428,3.53006476614,5902158,3.66001292838,6274568,920268,1300730
1731,LOCKHEED MARTIN CORP,249.939958855,882728,267.59967166,1008712,277.60969331,1442727,310.290720986,1469003,125984,434015
1732,LOEWS CORP,46.8301350581,1121073,46.7704914407,1175442,46.809365607,1124839,47.8598668327,1040496,54369,-50603
1733,LOGITECH INTL S A,24.7700343,2103792,31.8696275505,1653110,36.6595534405,1588590,36.4602492236,1092834,-450682,-64520
1734,LOGMEIN INC,96.5449367254,114817,97.5003289041,532070,104.50008084,834985,110.05114421,757466,417253,302915
1735,LOMBARD MED INC,0.620842572062,22550,0.79822616408,22550,0.539713951606,22234,0.443037974684,15800,0,-316
1736,LORAL SPACE & COMMUNICATNS I,41.0610465116,13760,39.3893569525,13887,41.5530321813,20167,49.4968724504,25739,127,6280
1737,LOUISIANA PAC CORP,18.9297193085,769742,24.8188739703,564248,24.1106278407,1308676,27.0797491692,1784470,-205494,744428
1738,LOWES COS INC,71.1198696701,5035836,82.2099345614,4012155,77.5302388467,3978409,79.9401192432,6945136,-1023681,-33746
1739,LOXO ONCOLOGY INC,32.1125958275,42133,42.1024039114,44178,80.1878334155,89228,92.1234064512,118211,2045,45050
1740,LPL FINL HLDGS INC,35.2096863341,694752,39.8297804074,947482,42.4611058077,310072,51.5698897441,1229322,252730,-637410
1741,LSB INDS INC,8.41239602392,53017,9.37770413947,149077,10.3303650751,145203,7.94248246217,183318,96060,-3874
1742,LSC COMMUNICATIONS INC,29.678806741,458509,25.1596533592,407915,21.4002824349,188362,16.5098066226,246823,-50594,-219553
1743,LSI INDS INC,9.73690554082,116156,10.0957338545,111037,9.0630228667,50204,6.60782665546,42828,-5119,-60833
1744,LTC PPTYS INC,46.978861874,381065,47.8993210497,88519,51.3903416155,50671,46.9781635809,122227,-292546,-37848
1745,LULULEMON ATHLETICA INC,64.9893460089,378262,51.8704652545,519737,59.6713213741,381406,62.2500663565,455871,141475,-138331
1746,LUMBER LIQUIDATORS HLDGS INC,15.7456548532,79514,20.9871523245,140181,25.0570744474,143672,38.9822633105,187239,60667,3491
1747,LUMENTUM HLDGS INC,38.647050269,165032,53.3458986382,129457,57.0491230396,331942,54.3507137257,308662,-35575,202485
1748,LUMINEX CORP DEL,20.2277951393,193595,18.3726743187,180431,21.1160597328,133595,20.3304898234,219916,-13164,-46836
1749,LUMOS NETWORKS CORP,15.6175063638,81319,17.699331685,367641,17.8694496406,142198,17.9218352624,192670,286322,-225443
1750,LUXOFT HLDG INC,56.2064661594,24837,62.5466723994,88382,60.8500227583,70304,47.7810792677,20866,63545,-18078
1751,LYDALL INC DEL,61.864816906,49592,53.6191401506,32936,51.711026616,21040,57.2987721692,40315,-16656,-11896
1752,LYON WILLIAM HOMES,19.0296286599,908951,20.6207327014,994921,24.1400231431,817522,22.9894507331,887929,85970,-177399
1753,LYONDELLBASELL INDUSTRIES N,85.7796716054,2823676,91.1901268159,3319537,84.3903227666,3538036,99.0498925839,4730202,495861,218499
1754,M & T BK CORP,156.429511945,967554,154.729469109,814066,161.949062924,858628,161.040231916,897223,-153488,44562
1755,M D C HLDGS INC,25.6621184867,273516,30.0541019251,176149,35.3298217162,464933,33.2110713613,663875,-97367,288784
1756,M/I HOMES INC,25.1795125531,1392521,24.4995746602,1152020,28.5496441027,988909,26.7309789379,979388,-240501,-163111
1757,MA COM TECHNOLOGY SOLUTIONS,46.2815747044,178624,48.299730124,780729,55.7698753502,316246,44.6123154148,404014,602105,-464483
1758,MACATAWA BK CORP,10.4299160519,19655,9.8669457318,26756,9.54156613292,27354,10.2644486019,39554,7101,598
1759,MACERICH CO,70.8402636445,774376,64.4010040468,1184407,58.0597201239,1249696,54.9703801509,1073942,410031,65289
1760,MACK CALI RLTY CORP,29.0197536517,650867,26.938104051,393903,27.138785785,396849,23.7085570419,494505,-256964,2946
1761,MACQUARIE INFRASTRUCTURE COR,81.7003591165,1294009,80.5804166297,1440896,78.3997837662,1398486,72.1796662395,1389020,146887,-42410
1762,MACROGENICS INC,20.4281859911,57078,18.5974594008,117059,17.5076143213,93902,18.4765044804,61267,59981,-23157
1763,MACYS INC,35.8098351723,3303450,29.6400589445,2878638,23.2398899992,2882888,21.8200975464,3105394,-424812,4250
1764,MADDEN STEVEN LTD,35.7498997944,925597,38.552943184,240267,39.9471096544,214784,43.298409948,435143,-685330,-25483
1765,MADISON SQUARE GARDEN CO NEW,171.521136413,32101,199.710796915,118256,196.901076853,172447,214.100281353,147146,86155,54191
1766,MAGELLAN HEALTH INC,75.2485263506,154209,69.0504103165,85300,72.8986704725,79878,86.2999096145,246721,-68909,-5422
1767,MAGELLAN MIDSTREAM PRTNRS LP,75.6298833515,10346122,76.9100117288,10026640,71.269986288,10306316,71.060006048,10036405,-319482,279676
1768,MAGICJACK VOCALTEC LTD,6.85107201642,93562,8.5508097178,168639,7.20293602905,153132,7.14924815622,115117,75077,-15507
1769,MAGNA INTL INC,43.399887045,1366916,43.160111521,1105442,46.3298131336,983751,53.3788463441,667062,-261474,-121691
1770,MAIDEN HOLDINGS LTD,17.4498692425,3067129,13.9999324299,3019086,11.1000223873,2488013,7.94947582702,848861,-48043,-531073
1771,MAIN STREET CAPITAL CORP,36.7695672074,19663,38.2683568524,16724,38.4521840646,41116,39.7627843671,30858,-2939,24392
1772,MAINSOURCE FINANCIAL GP INC,34.4243450904,16529,32.9529805233,20332,33.5065086685,17131,35.8157765801,20410,3803,-3201
1773,MALIBU BOATS INC,19.0853184421,28294,22.4389220929,28611,25.8710431955,77809,31.6365684178,209536,317,49198
1774,MALLINCKRODT PUB LTD CO,49.8195474054,1189232,44.5699475063,1127374,44.8096472258,1062606,37.370160179,1687175,-61858,-64768
1775,MANCHESTER UTD PLC NEW,14.2537233853,84399,16.8954190115,78542,16.2612236375,38312,18.0059381285,31323,-5857,-40230
1776,MANHATTAN ASSOCS INC,53.0294512224,649243,52.0498336361,503114,48.0610756436,422296,41.5699559473,612221,-146129,-80818
1777,MANITOWOC INC,5.98153249668,313632,5.70040959237,301031,6.00604501719,230934,9.00010102812,465217,-12601,-70097
1778,MANNKIND CORP,0.636692274575,7702308,1.47976997001,1562405,1.40987275634,2083876,2.17005326494,704591,-6139903,521471
1779,MANPOWERGROUP INC,88.8703162886,1573405,102.568878482,1315360,111.650673891,1184910,117.820211021,1199217,-258045,-130450
1780,MANTECH INTL CORP,42.2508896042,117749,34.6245550987,28939,41.3779097809,39393,44.1513293949,269822,-88810,10454
1781,MANULIFE FINL CORP,17.8200459137,4746733,17.7401034149,2665768,18.7602582108,4727920,20.2896819917,2679490,-2080965,2062152
1782,MARATHON OIL CORP,17.309946982,4368702,15.8000590662,3565493,11.8500905204,4730428,13.559891005,8746088,-803209,1164935
1783,MARATHON PETE CORP,50.3499421773,6786264,50.5401672025,5220976,52.3300333695,8004027,56.0801167815,5765983,-1565288,2783051
1784,MARCHEX INC,2.66631554692,30379,2.73087554534,30027,2.97911793636,212479,3.0939556036,53653,-352,182452
1785,MARCUS CORP,31.5060273823,91665,32.1077484706,80261,30.2000105826,75596,27.7005999015,119853,-11404,-4665
1786,MARIN SOFTWARE INC,2.35109009196,110587,1.79622370381,94643,1.30042427984,76129,1.7452256634,69905,-15944,-18514
1787,MARINEMAX INC,19.3459858529,51742,21.6512496136,84106,19.5461502952,82318,16.5384106058,67963,32364,-1788
1788,MARKEL CORP,904.479655712,51120,975.852296547,59633,975.851153943,67291,1067.98477479,56748,8513,7658
1789,MARKETAXESS HLDGS INC,146.920979231,385772,187.488336343,316153,201.100623796,306190,184.511276723,306339,-69619,-9963
1790,MARLIN BUSINESS SVCS CORP,20.9011797315,204199,25.7493915249,204199,25.1519351221,204199,28.7478505549,191910,0,0
1791,MARRIOTT INTL INC NEW,82.6793815299,1891959,94.1805488388,1554992,100.310147982,1852664,110.260640864,1788553,-336967,297672
1792,MARRIOTT VACATIONS WRLDWDE C,84.8500442888,878326,99.9303832564,988268,117.748913841,664728,124.530079616,530675,109942,-323540
1793,MARSH & MCLENNAN COS INC,67.5901665956,3123191,73.8899350368,3919140,77.9601297202,4546093,83.8100256204,3822347,795949,626953
1794,MARTEN TRANS LTD,23.2957800267,73318,23.4512330944,670711,27.4006146161,980124,20.5500938414,1673569,597393,309413
1795,MARTIN MARIETTA MATLS INC,221.529626978,715024,218.251079859,564657,222.579555747,390858,206.228987158,435448,-150367,-173799
1796,MARTIN MIDSTREAM PRTNRS L P,18.3446968539,32707,19.9992213152,385265,17.5503090117,462442,15.5504014011,272919,352558,77177
1797,MARVELL TECHNOLOGY GROUP LTD,13.8699485008,9550432,15.2599160549,6573103,16.5200231456,6855741,17.9000423066,9071878,-2977329,282638
1798,MASCO CORP,31.6198585304,1985303,33.9897910471,2779717,38.2100748278,4039275,39.0097676898,4426840,794414,1259558
1799,MASIMO CORP,67.3979832613,311493,93.2605173138,433238,91.1802878562,361361,86.5607568269,452838,121745,-71877
1800,MASONITE INTL CORP NEW,65.8007530245,568109,79.2501345078,319684,75.4992958897,385593,69.2010538156,270256,-248425,65909
1801,MASTEC INC,38.2411583654,103318,40.0486111111,144000,45.1490431481,214401,46.394943707,138916,40682,70401
1802,MASTERCARD INCORPORATED,103.250027757,6331669,112.470003098,7004890,121.450202688,6904690,141.20012999,7108230,673221,-100200
1803,MATADOR RES CO,25.7629926753,229360,23.7890374413,392828,21.3699514044,495930,27.1498525544,664313,163468,103102
1804,MATCH GROUP INC,17.1002786256,1429158,16.3261036998,105169,17.3843347521,72364,23.1960260284,68848,-1323989,-32805
1805,MATERION CORP,39.6021930384,117645,33.5520320758,109740,37.3901663862,96282,43.1501099919,138192,-7905,-13458
1806,MATRIX SVC CO,22.6955126546,77284,16.4961261712,57953,9.35453695042,84451,15.2005072119,126180,-19331,26498
1807,MATSON INC,35.3880535486,92178,31.7559153176,64240,30.0410574669,73799,28.1757549558,129544,-27938,9559
1808,MATTEL INC,27.5500956705,1932153,25.6098751411,3472801,21.5299096227,3666295,15.4799200053,4236779,1540648,193494
1809,MATTHEWS INTL CORP,76.8397799627,69261,67.6482724173,92094,61.2551635863,103126,62.2547912002,194732,22833,11032
1810,MAXIM INTEGRATED PRODS INC,38.5700417544,4822966,44.9595437106,2904122,44.900010609,3770400,47.7100171443,4042170,-1918844,866278
1811,MAXIMUS INC,55.7904870874,936916,62.2011025993,361328,62.6288871713,304045,64.4995788555,364483,-575588,-57283
1812,MAXLINEAR INC,21.7975717275,147677,28.0504308204,233508,27.8948944332,123571,23.7467750437,180235,85831,-109937
1813,MB FINANCIAL INC NEW,47.2300449493,2207599,42.820184004,2147562,44.0398739856,2071827,45.0198009801,2296856,-60037,-75735
1814,MBIA INC,10.7047808263,134893,8.47151688923,576166,9.42969258196,616457,8.69982803255,591391,441273,40291
1815,MBT FINL CORP,11.3455061159,11282,11.3532382147,59014,9.70779347107,51402,10.9456795159,29418,47732,-7612
1816,MCBC HLDGS INC,14.5783836901,160786,16.1686925861,86216,19.5490108159,238631,20.3794540324,243824,-74570,152415
1817,MCCORMICK & CO INC,93.3306111772,1253908,97.5499296512,889852,97.5097979311,1067062,102.640608818,1103647,-364056,177210
1818,MCDERMOTT INTL INC,7.3899251322,1207996,6.74963479967,1883213,7.17004819971,3071388,7.27007215276,3649895,675217,1188175
1819,MCDONALDS CORP,121.720021563,5574465,129.610019982,5250628,153.159978881,5233247,156.68001177,5216645,-323837,-17381
1820,MCEWEN MNG INC,2.910570599,424659,3.03913428089,184263,2.63029848049,719310,1.95476123988,103849,-240396,535047
1821,MCGRATH RENTCORP,39.1900239128,163511,33.5708868456,159543,34.6288347624,196166,43.7491022627,264554,-3968,36623
1822,MCKESSON CORP,140.450305763,1295120,148.25969363,1947387,164.540097953,2079171,153.60991252,2412787,652267,131784
1823,MDU RES GROUP INC,28.7699613488,1842373,27.3701316222,982129,26.2000623608,586907,25.949064847,1013524,-860244,-395222
1824,MECHEL PAO,5.73196183661,134160,5.31570458104,169874,4.62870091757,134595,5.16870525539,218043,35714,-35279
1825,MEDEQUITIES RLTY TR INC,11.0998705317,1377944,11.2102118929,2191484,12.6200709543,2193807,11.7501087129,2304234,813540,2323
1826,MEDICAL PPTYS TRUST INC,12.2997551406,1320758,12.8895098466,1653360,12.8697107339,2091500,13.1303317851,1127085,332602,438140
1827,MEDICINES CO,33.940199185,705977,48.9001723922,2070279,38.0102101411,2147081,37.0402923126,3060559,1364302,76802
1828,MEDICINOVA INC,6.03253258645,27849,5.98028720145,27089,5.26691287561,47656,6.37977032827,25863,-760,20567
1829,MEDIDATA SOLUTIONS INC,49.6655716667,143379,57.6882523907,109069,78.1977972284,336122,78.0604239824,508606,-34310,227053
1830,MEDIFAST INC,41.6404742809,46133,44.3833073685,30169,41.4704372475,89606,59.3737513168,55058,-15964,59437
1831,MEDLEY CAP CORP,7.50803883256,129994,7.69361017631,94494,6.39267402482,136719,5.97066773777,184234,-35500,42225
1832,MEDNAX INC,66.6604124234,1289791,69.3796151471,1136746,60.3705471412,1085314,43.1198747965,634487,-153045,-51432
1833,MEDPACE HLDGS INC,36.0076909631,5721,29.8468194574,34208,28.9997117325,34690,31.8922432148,44619,28487,482
1834,MEDTRONIC PLC,71.2299925033,4131139,80.5600757908,4691865,88.7499979617,6132710,77.7699645261,6810367,560726,1440845
