,Company,0216price,0216amt,0516price,0516amt,0816price,0816amt,1116price,1116amt,0216-0516chng,0516-0816chng
2595,STAR BULK CARRIERS CORP,0.607882579191,90478,0.752504206215,140863,2.96053332197,46951,4.54295154185,65376,50385,-93912
2596,STARBUCKS CORP,60.0300100958,8045959,59.6999860728,6390370,57.119862301,6093292,54.1403012502,4964047,-1655589,-297078
2597,STARWOOD PPTY TR INC,20.559926034,9905094,18.9300465423,9772612,20.7200305164,6530251,22.5200297494,6808872,-132482,-3242361
2598,STARZ,33.4981827837,241028,26.333405312,92620,29.9192875035,93418,31.190095285,2062129,-148408,798
2599,STATE BK FINL CORP,21.0294854971,1334317,19.7600192484,1346608,20.3501592471,1356697,22.8198042714,1337873,12291,10089
2600,STATE NATL COS INC,9.81923677751,26886,12.6077174513,23557,10.5410930227,40603,11.1123081896,64973,-3329,17046
2601,STATE STR CORP,66.3599074942,878648,58.5201384018,1187557,53.9197522602,1419554,69.6301431758,1834737,308909,231997
2602,STATOIL ASA,13.9609665349,475182,15.5597708719,532977,17.3106098834,604427,16.8001133178,536544,57795,71450
2603,STEADYMED LTD,3.2380952381,21000,2.45031309556,14692,3.25396825397,12600,3.61344537815,11900,-6308,-2092
2604,STEEL DYNAMICS INC,17.870029276,3094343,22.5100327185,2825007,24.4999950138,5816042,24.9899627766,5048707,-269336,2991035
2605,STEELCASE INC,14.9026996791,339670,14.9197342618,846999,13.5697997889,857345,13.890385249,640443,507329,10346
2606,STEPAN CO,49.6997641004,55956,55.2885614171,72203,59.5318299301,81637,72.6568023432,79208,16247,9434
2607,STERICYCLE INC,117.272614262,780293,126.189910617,736715,104.118670211,457065,80.1392810061,1366159,-43578,-279650
2608,STERIS PLC,75.3409763467,528849,71.0497022535,642325,68.7495916901,918420,73.0995593098,872495,113476,276095
2609,STERLING BANCORP DEL,16.2208309619,119476,15.9308644832,311157,15.6988402205,297729,17.5004247676,535587,191681,-13428
2610,STEWART INFORMATION SVCS COR,37.3235003148,33357,36.2695431915,45796,41.4208120042,25591,44.4546790359,45597,12439,-20205
2611,STIFEL FINL CORP,42.3598299867,1351894,29.6006695245,1233114,31.4496120119,1466282,38.449465549,2354285,-118780,233168
2612,STILLWATER MNG CO,8.57125803307,251305,10.647397803,133272,11.8593542363,417645,13.3605404495,736572,-118033,284373
2613,STMICROELECTRONICS N V,6.65714285714,175000,5.58236988813,133635,5.89011385549,266039,8.14876723778,593464,-41365,132404
2614,STONE ENERGY CORP,4.29048886705,667523,0.790250070244,284720,12.0707752287,40014,11.8741906455,45561,-382803,-244706
2615,STONEGATE BK FT LAUDERDALE F,32.8399629972,6486,29.99751058,8034,32.2499157966,11876,33.7513546989,12918,1548,3842
2616,STONERIDGE INC,14.8000181918,1407228,14.559813495,1239645,14.947926353,43016,18.4015603594,258402,-167583,-1196629
2617,STORE CAP CORP,23.2018964424,230326,25.8804984976,609030,29.4503007564,570894,29.4702136308,797076,378704,-38136
2618,STRATASYS LTD,23.4808328807,528431,25.9209455034,490067,22.8918822267,209725,24.0890661525,227157,-38364,-280342
2619,STRYKER CORP,92.9400505556,1042812,107.290002379,1753127,119.83005253,1919652,116.41002836,1227798,710315,166525
2620,STUDENT TRANSN INC,3.73200639773,16881,5.03175781572,12123,5.13177350613,22994,5.98120193677,31599,-4758,10871
2621,STURM RUGER & CO INC,59.5997498437,15990,68.3844520899,68305,64.0168902042,106097,57.7714285714,35000,52315,37792
2622,SUBURBAN PROPANE PARTNERS L,24.3107373606,563537,29.8903253298,546799,33.4019921299,585504,33.2995357276,562170,-16738,38705
2623,SUCAMPO PHARMACEUTICALS INC,17.2972051806,117360,10.9253245662,148737,10.9767490139,77072,12.3095868134,212761,31377,-71665
2624,SUMITOMO MITSUI FINL GROUP I,7.58989090279,2007934,6.01006050164,2019780,5.7198965602,1615239,6.74970789518,1917120,11846,-404541
2625,SUMMIT HOTEL PPTYS,11.9455006337,63120,11.974368379,139047,13.2450709374,175084,13.1561304571,253570,75927,36037
2626,SUMMIT MATLS INC,20.0397176822,2128523,19.4497339571,2041776,20.4602099725,1882532,18.5499583664,2314237,-86747,-159244
2627,SUMMIT MIDSTREAM PARTNERS LP,18.7296908525,2319152,16.9798475758,1508553,22.849643655,1290042,22.9398344297,2900762,-810599,-218511
2628,SUN CMNTYS INC,68.5293927857,232455,71.6101759425,394106,76.6411455352,463015,78.4812943425,458364,161651,68909
2629,SUN HYDRAULICS CORP,31.6736926057,8777,33.2051022474,19756,29.6928327645,26370,32.2638572968,33412,10979,6614
2630,SUN LIFE FINL INC,31.2001879226,357594,32.2700216604,879485,32.8307813883,918711,32.5404459569,413762,521891,39226
2631,SUNCOKE ENERGY INC,3.46606900865,230232,6.50017263206,217225,5.81736873022,52773,8.03298500036,42201,-13007,-164452
2632,SUNCOR ENERGY INC NEW,25.8001204502,4489824,27.8101423192,4456180,27.7297835217,2350397,27.7797571255,1361279,-33644,-2105783
2633,SUNEDISON SEMICONDUCTOR LTD,7.84539948082,17335,6.45040665607,10697,5.92735115676,128894,11.3903561722,933509,-6638,118197
2634,SUNOCO LOGISTICS PRTNRS L P,25.6999996417,14514436,25.0700125525,16244587,28.7500074874,16527787,28.4099941827,17480609,1730151,283200
2635,SUNOCO LP,39.609842607,1578850,33.130013669,835466,29.949876413,3411767,29.0102189895,2056172,-743384,2576301
2636,SUNPOWER CORP,30.0083501496,172452,22.3425089221,201186,15.4890621071,139195,8.91872649029,317422,28734,-61991
2637,SUNRUN INC,11.7707164764,649833,6.55066530194,4885,5.93081588994,266911,6.30188698548,195497,-644948,262026
2638,SUNSHINE HEART INC,1.3442454434,25293,0.824340527578,26688,0.450484270591,26638,0.553148335945,21694,1395,-50
2639,SUNSTONE HOTEL INVS INC NEW,12.4907983671,597720,13.9997851863,2141390,12.0698501089,1904249,12.7899189225,1182572,1543670,-237141
2640,SUNTRUST BKS INC,42.8400396529,5080084,36.079942846,4728278,41.0799266207,5211280,43.7999461654,6300784,-351806,483002
2641,SUPER MICRO COMPUTER INC,24.506943634,25707,34.04839112,16036,24.866364436,29558,23.3696497849,379167,-9671,13522
2642,SUPERIOR DRILLING PRODS INC,1.01610264359,58065,1.36964716435,82503,2.18530351438,78250,0.942223385461,76415,24438,-4253
2643,SUPERIOR ENERGY SVCS INC,13.4690228346,567079,13.3896236319,1990870,18.4097386889,1336032,17.900652856,1351906,1423791,-654838
2644,SUPERIOR INDS INTL INC,18.4069066623,30695,22.0875183929,62524,26.777332496,154459,29.1608220624,155414,31829,91935
2645,SUPERNUS PHARMACEUTICALS INC,13.4414969209,33776,15.256639809,53616,20.3571614516,38414,24.7340834037,208336,19840,-15202
2646,SUPERVALU INC,6.77989531066,2011093,5.7600923859,5133251,4.71991289427,3954734,4.98998070284,3533681,3122158,-1178517
2647,SUPPORT COM INC,1.0144092219,43375,0.869916425886,32187,0.831579220914,38481,0.833285443365,34802,-11188,6294
2648,SURGICAL CARE AFFILIATES INC,39.7611418584,6866,46.2735330271,61828,47.6647131948,28155,48.7600035532,123831,54962,-33673
2649,SVB FINL GROUP,118.898636735,279036,102.049671315,260432,95.160638582,292022,110.53820129,362671,-18604,31590
2650,SWIFT TRANSN CO,13.8198609777,2318909,18.6304889343,549583,15.4110775527,490686,21.4734743011,82241,-1769326,-58897
2651,SYKES ENTERPRISES INC,30.7689430073,53463,30.1762192323,113268,28.9599139009,131941,28.1352369666,178886,59805,18673
2652,SYMANTEC CORP,21.0000931479,12796848,18.3799439604,12761682,20.5400314775,11809719,25.1001172784,9195216,-35166,-951963
2653,SYNACOR INC,1.75252104462,34807,1.4256730822,18237,3.09673213267,12271,2.91648254529,22630,-16570,-5966
2654,SYNAPTICS INC,80.3363392889,195279,79.7398091457,363733,53.7500276252,407237,58.5804936103,577257,168454,43504
2655,SYNCHRONOSS TECHNOLOGIES INC,35.2409441254,45799,32.3401504466,170160,31.8614092994,163301,41.1790996977,284149,124361,-6859
2656,SYNCHRONY FINL,30.4100850214,11954521,28.6600145768,20388580,25.2800126826,16450862,27.9999702565,16406946,8434059,-3937718
2657,SYNERGY PHARMACEUTICALS INC,5.67042019953,336483,2.7594731131,556628,3.79941069596,531135,5.51071417078,652547,220145,-25493
2658,SYNERGY RES CORP,8.5194192991,425968,7.76873577163,273661,6.66001016187,1806754,6.92996430958,6097434,-152307,1533093
2659,SYNERON MEDICAL LTD,7.6909476662,11312,7.34032411821,10490,7.66098419491,14489,7.13043478261,11500,-822,3999
2660,SYNGENTA AG,78.7334307052,145148,82.8175398832,229420,76.7906797548,238792,87.6001671034,263310,84272,9372
2661,SYNNEX CORP,89.9312479874,177013,92.5905299504,475837,94.8205062499,476089,114.109907876,861012,298824,252
2662,SYNOPSYS INC,45.6102896934,1588852,48.4401087214,1888497,54.0797942429,1735639,59.3500412403,1948339,299645,-152858
2663,SYNOVUS FINL CORP,32.3795282715,1107459,28.9100489891,939189,28.9901401941,1038560,32.5304507199,791689,-168270,99371
2664,SYNTHESIS ENERGY SYS INC,0.958973375412,57353,1.1013215859,19068,1.06826737206,19658,1.20905693559,18196,-38285,590
2665,SYNTHETIC BIOLOGICS INC,2.27863282031,25015,2.35710634431,105638,1.83116645303,10922,1.70891483908,28088,80623,-94716
2666,SYPRIS SOLUTIONS INC,1.12749349523,11530,0.989413277926,10107,0.878103296879,12527,0.997913453688,11023,-1423,2420
2667,SYSCO CORP,41.0000329364,12539307,46.7299402049,8773968,50.7401246904,4596185,49.0101054564,4343594,-3765339,-4177783
2668,T MOBILE US INC,41.3593970069,3755930,38.5584674222,4729078,48.2338154618,1701068,50.0548475802,1205158,973148,-3028010
2669,T2 BIOSYSTEMS INC,10.9399368175,4174887,9.85979122113,4223416,7.88996702265,4252616,7.24001414659,4252616,48529,29200
2670,TABLEAU SOFTWARE INC,94.2197649401,2430870,45.8701001615,1986392,48.9197569687,1550253,55.2700927333,1430231,-444478,-436139
2671,TAHOE RES INC,8.66831643799,213767,10.0298674676,414163,14.9704629712,304533,12.8306335042,374962,200396,-109630
2672,TAIWAN SEMICONDUCTOR MFG LTD,22.7498868644,4202922,26.2000906496,4178726,26.2299527017,3865047,30.5899164582,5324042,-24196,-313679
2673,TAKE-TWO INTERACTIVE SOFTWAR,34.8406155581,312107,37.6709528474,574793,37.9206301067,451733,45.0817763868,493969,262686,-123060
2674,TAL ED GROUP,46.4708073957,883049,49.679828938,876875,62.0600957105,1008458,70.8404825433,1058392,-6174,131583
2675,TALEN ENERGY CORP,6.22977875289,2095259,8.99983765555,1410581,13.5490356064,475532,13.8507553203,725520,-684678,-935049
2676,TALLGRASS ENERGY GP LP,15.970063094,5224588,18.4774330276,30199,22.5640193174,73923,24.0487814144,52643,-5194389,43724
2677,TALLGRASS ENERGY PARTNERS LP,41.2085528355,161350,38.3205598134,87029,46.0237971235,124805,48.2007929977,133670,-74321,37776
2678,TANGER FACTORY OUTLET CTRS I,32.7011876369,491817,36.3905164363,716313,40.1804063382,542553,38.9602642422,452615,224496,-173760
2679,TANGOE INC,8.38730569948,30880,7.88112140537,49866,7.70576629565,53726,8.24938526216,100856,18986,3860
2680,TANZANIAN ROYALTY EXPL CORP,0.263132805797,262225,0.221105164836,221614,0.703329091031,89574,0.801924619086,26187,-40611,-132040
2681,TARENA INTL INC,10.4400865903,5457426,10.8100857484,5457126,10.3299824008,5205914,14.4804714031,980562,-300,-251212
2682,TARGA RES CORP,27.0597382726,2567098,29.8600286374,9961109,42.1400430676,11259979,49.1099971963,12807881,7394011,1298870
2683,TARGET CORP,72.6102672916,3871615,82.2800304107,3713161,69.8197850947,3826709,68.6802022623,3499218,-158454,113548
2684,TARO PHARMACEUTICAL INDS LTD,154.549785154,207823,143.24783675,180631,145.599194792,466960,110.510181254,406777,-27192,286329
2685,TASEKO MINES LTD,0.34433483119,58083,0.549249359209,32772,0.48822165263,32772,0.482633514737,60087,-25311,0
2686,TASER INTL INC,17.2896767083,87104,19.6360597902,43084,24.8888888889,12375,28.6038503678,25556,-44020,-30709
2687,TATA MTRS LTD,29.4695057494,973413,29.0440200612,71581,34.6702500522,1206308,39.9798013715,1542679,-901832,1134727
2688,TAUBMAN CTRS INC,76.7217630854,217800,71.2281112053,342070,74.20006984,1509163,74.4099816479,1867908,124270,1167093
2689,TAYLOR MORRISON HOME CORP,16.0177154457,27095,14.1169691731,34710,14.84193824,40965,17.5996538482,277335,7615,6255
2690,TC PIPELINES LP,49.7110043266,693609,48.2205542325,807892,57.2597612592,731002,57.0290241446,742692,114283,-76890
2691,TCF FINL CORP,14.1189203752,430557,12.2608429087,877509,12.6495781189,875128,14.5101128454,804818,446952,-2381
2692,TCP CAP CORP,13.9461557119,16492,14.8972527713,22823,15.2925907116,17721,16.3878104923,29107,6331,-5102
2693,TD AMERITRADE HLDG CORP,34.7099237962,1560159,31.5307688647,903657,28.4749911485,1403723,35.2399394575,1939135,-656502,500066
2694,TE CONNECTIVITY LTD,64.6112603677,853489,61.9206395436,796568,57.1107185249,1449080,64.3800051939,1374697,-56921,652512
2695,TEAM HEALTH HOLDINGS INC,43.8899035999,220643,41.8099984562,757857,40.66988934,1018616,32.5595835305,1320625,537214,260759
2696,TEAM INC,31.9507186858,12175,30.4236855539,9795,24.799694773,10484,32.7084070275,254430,-2380,689
2697,TEARLAB CORP,1.39538540152,50882,0.631393930086,117201,0.637402796074,70599,0.648254236266,66332,66319,-46602
2698,TECH DATA CORP,66.3802067022,399125,76.770374152,509285,71.8490627623,514704,84.7102223842,1026287,110160,5419
2699,TECK RESOURCES LTD,3.85964937556,2776418,7.60992443827,2939451,13.1697318866,2492154,18.0305043904,1578658,163033,-447297
2700,TEEKAY CORPORATION,9.87140643107,143242,8.6603507696,1023977,7.12995786235,747550,7.70970078809,227765,880735,-276427
2701,TEEKAY LNG PARTNERS L P,13.1499734269,878709,12.6798837516,826506,11.2506535876,1005986,15.1297069314,1474979,-52203,179480
2702,TEEKAY OFFSHORE PARTNERS L P,6.47993965502,5206067,5.67324521697,16569,5.925473427,16370,6.31079203335,17272,-5189498,-199
2703,TEEKAY TANKERS LTD,6.87500739566,84509,3.65732862622,39373,2.98342818462,79774,2.52769310832,40353,-45136,40401
2704,TEGNA INC,25.5196481982,2040467,23.4596909259,2934054,23.1700661734,2774226,21.8604558028,1747905,893587,-159828
2705,TEKLA HEALTHCARE INVS,29.6606314257,274775,24.0006715609,262076,23.433667501,79501,23.8166656668,33338,-12699,-182575
2706,TELECOM ARGENTINA S A,16.0717332961,193383,17.8904659226,199883,18.3300288569,203764,18.3003324482,191308,6500,3881
2707,TELECOM ITALIA S P A NEW,12.6513477368,279654,10.7887230282,228572,8.03102669942,160378,8.11131836021,221419,-51082,-68194
2708,TELEDYNE TECHNOLOGIES INC,88.7022215178,151428,88.1392450994,355517,99.0496698989,310208,107.928468094,296539,204089,-45309
2709,TELEFLEX INC,131.450769227,1149921,157.010177756,1091891,177.309143362,1128622,168.04950429,1079664,-58030,36731
2710,TELEFONICA BRASIL SA,9.03006296191,1557132,12.4898971526,1116022,13.6005113609,1658320,14.4696401017,1988923,-441110,542298
2711,TELEFONICA S A,11.0601027743,2241028,11.1302462866,1950451,9.48000114853,1741350,10.0797864348,1929902,-290577,-209101
2712,TELENAV INC,5.68274600738,30619,5.90166497303,25586,5.10155430533,20974,5.7111274871,21712,-5033,-4612
2713,TELEPHONE & DATA SYS INC,25.8892882103,362003,30.0891947117,410114,29.6590193696,341515,27.1789743537,290997,48111,-68599
2714,TELETECH HOLDINGS INC,27.917066752,28119,27.7535740795,30987,27.1384899348,34674,28.9894337578,36910,2868,3687
2715,TELIGENT INC NEW,8.88824129389,75493,4.896746682,104355,7.13938623706,80259,7.60338414412,109688,28862,-24096
2716,TELUS CORP,27.6499160041,1731036,32.5297664534,2198448,32.200165249,1495924,32.9994177986,333218,467412,-702524
2717,TEMPUR SEALY INTL INC,70.4599519399,496878,60.7909428101,499581,55.3222548504,294565,56.7410833672,403852,2703,-205016
2718,TENARIS S A,23.8000175704,1400083,24.7596343289,1522680,28.8399574426,1187103,28.4000169479,1227288,122597,-335577
2719,TENET HEALTHCARE CORP,30.3001855205,1789560,28.9291915198,1190493,27.6401689826,811681,22.6596158919,1273808,-599067,-378812
2720,TENNANT CO,56.2610888038,21418,51.4603616134,38107,53.8810234816,46547,64.7875388402,49562,16689,8440
2721,TENNECO INC,45.91114018,571822,51.5079765555,180341,46.6088246995,223713,58.2696622283,518812,-391481,43372
2722,TERADATA CORP DEL,26.4218213789,411743,26.2405509943,872314,25.0697763182,1006072,30.9997505569,1278849,460571,133758
2723,TERADYNE INC,20.6699398592,1142819,21.5901868169,1925736,19.6901216426,1904102,21.5802038022,2510866,782917,-21634
2724,TEREX CORP NEW,18.4805723516,258163,24.8776160243,374232,20.3110975869,391067,25.4095064268,258604,116069,16835
2725,TERRAFORM GLOBAL INC,5.5962691539,52535,2.37873048984,109302,3.2497784242,44003,4.11153889027,233246,56767,-65299
2726,TERRAFORM PWR INC,12.5799897989,1978221,8.65012782531,2167020,10.9156242584,29499,13.9136868857,62169,188799,-2137521
2727,TERRENO RLTY CORP,22.6201609361,2379205,23.4497767579,2565824,25.8701932759,2944547,27.5100080609,2940130,186619,378723
2728,TESARO INC,52.3347202959,54075,44.0239183961,71075,84.051157656,133157,100.241381765,154527,17000,62082
2729,TESCO CORP,7.20325712496,12772,8.64271757102,13306,6.69848940224,50907,8.14728600148,18902,534,37601
2730,TESLA MTRS INC,240.010278813,1183016,229.770025162,2856269,212.280032766,1416120,204.02935499,575030,1673253,-1440149
2731,TESORO CORP,105.370250721,2032177,86.0097522553,2396984,74.9197300118,1551327,79.5599956226,1398077,364807,-845657
2732,TESORO LOGISTICS LP,50.3198855067,7041113,45.6600335995,5635804,49.5300704871,5458159,48.4398880943,4063779,-1405309,-177645
2733,TESSERA TECHNOLOGIES INC,30.0176321335,23253,31.0032713188,249135,30.6405371076,275550,38.4381101784,239684,225882,26415
2734,TETRA TECH INC NEW,26.0182237348,54654,29.8206249922,79777,30.7420579039,41897,35.4706684857,171522,25123,-37880
2735,TETRA TECHNOLOGIES INC DEL,7.52466471404,103792,6.3506043504,172582,6.36999157565,270644,6.11261112375,232961,68790,98062
2736,TETRALOGIC PHARMACEUTICALS C,1.74459176553,25794,0.184617656833,54166,0.310181098041,41911,0.158618658086,44131,28372,-12255
2737,TETRAPHASE PHARMACEUTICALS I,10.0294298321,249067,4.63399668477,109193,4.29407744198,67302,3.83877159309,41680,-139874,-41891
2738,TEUCRIUM COMMODITY TR,21.3082259663,4036,20.16985138,4710,20.4081632653,4410,18.7347931873,4110,674,-300
2739,TEVA PHARMACEUTICAL INDS LTD,65.6400988648,4999962,53.5097401834,4080416,50.2297485454,3302306,46.0102067234,2363932,-919546,-778110
2740,TEXAS CAPITAL BANCSHARES INC,49.4206554124,704503,38.3794474407,740735,46.7605743468,719217,54.9195290752,1152031,36232,-21518
2741,TEXAS INSTRS INC,54.8100789072,4094174,57.4201759756,4359809,62.6501895175,3390716,70.1800595065,4396491,265635,-969093
2742,TEXAS ROADHOUSE INC,35.7687813595,218235,43.57928637,332245,45.5981962829,419578,39.0299799469,802870,114010,87333
2743,TEXTAINER GROUP HOLDINGS LTD,14.107107812,86623,14.8296852739,30884,11.1341919402,12035,7.52361133344,12494,-55739,-18849
2744,TEXTRON INC,42.0098766681,3084846,36.4599854372,4331598,36.5601825992,3421263,39.7497938476,2996569,1246752,-910335
2745,TFS FINL CORP,18.8275191952,262435,17.3710928588,350640,17.2186418427,335160,17.8091456119,346002,88205,-15480
2746,THE ONE GROUP HOSPITALITY IN,2.98107927237,16437,3.00875273523,29248,2.60343653623,24967,2.50561038848,45897,12811,-4281
2747,THERAPEUTICSMD INC,10.3696219584,296925,6.39990961036,123908,8.49424380652,87471,6.81072076045,142863,-173017,-36437
2748,THERAVANCE BIOPHARMA INC,16.4056278205,18835,18.7667560322,14547,22.6671703816,15882,36.2572210398,26312,-4288,1335
2749,THERMO FISHER SCIENTIFIC INC,141.849685779,1371487,141.590104873,1464721,147.759488754,1312870,159.059915818,1491526,93234,-151851
